AIRLINES,YEAR,MONTH,"DEPARTURES
(IN NUMBER)","HOURS
(IN NUMBER)","KILOMETRE
(IN THOUSAND)","PASSENGERS CARRIED
(IN NUMBER)","PASSENGER KMS.PERFORMED
(IN THOUSAND)","AVAILABLE SEAT KILOMETRE
(IN THOUSAND)"," PAX.LOAD FACTOR#
(IN %)"," FREIGHT
(IN TONNE)","MAIL
(IN TONNE)"," TOTAL
(IN TONNE)"," PASSENGER
(IN THOUSAND)","FREIGHT
(IN THOUSAND)"," MAIL
(IN THOUSAND)"," TOTAL
(IN THOUSAND)","AVAILABLE TONNE KILOMETRE
(IN THOUSAND)"," WEIGHT LOAD FACTOR##
(IN %)"
INDIGO,2021,MAR,36601,64873.2,33192.901,4184920,4038028,6081170,66.40215616,19304.06328,2101.24639,21405.30967,363374.0592,21553.92366,1965.491131,386893.474,643066.8667,60.16380163
INDIGO,2021,APR,31374,54525.38,28324.744,3083318,3056489,5208190,58.68620384,17706.9022,1732.68625,19439.58845,275067.8144,19756.39823,1649.00734,296473.22,552999.0364,53.61188727
INDIGO,2021,MAY,14121,24389.03,12702.033,1168738,1168028,2281799,51.1889084,12146.47,1224.561,13371.031,105073.8278,13674.42344,1115.479356,119863.7305,241919.2506,49.54699977
INDIGO,2021,JUNE,16688,28631.07,14493.783,1701955,1607361,2563714,62.69658004,13775.17,1491.414,15266.584,144630.8735,16048.95609,1344.809154,162024.6387,271228.5976,59.73729913
INDIGO,2021,JULY,26210,45409.19,23124.08,2932469,2766997,4178445,66.22073523,17357.811,1862.876,19220.687,248993.6891,20067.0619,1749.959599,270810.7105,466797.9972,58.01453995
INDIGO,2021,AUG,30288,51609.56,26443.813,3816286,3549811,4796093,74.01464067,18552.037,1939.994,20492.031,319464.5158,21372.04354,1804.243502,342640.8028,538163.328,63.66855284
INDIGO,2021,SEP,32082,54745.37,27657,3958375,3668544,4986115,73.57519833,18535.245,1881.751,20416.996,330084,21398,1785,353267,557736,63.33946527
INDIGO,2021,OCT,36567,63408.19,31914.095,4807415,4515676,5792852,77.95255256,20005.519,1640.358,21645.877,406385.4748,23148.15341,1562.985448,431096.6137,647698.4374,66.55822969
INDIGO,2021,NOV,41846,72562.5,36288.846,5706021,5357596,6657154,80.47877516,17274.174,1660.419,18934.593,482128.5748,20089.34581,1548.817396,503766.738,982313.4237,51.28370699
INDIGO,2021,DEC,44893,78309.18,39262.646,6140654,5770309,7195573,80.1924878,19217.113,1803.691,21020.804,519286.481,22407.27021,1684.478466,543378.2297,803039.9597,67.66515453
INDIGO,2020,JAN,42555,75909.41,37471.865,6119924,5789000,6594144,87.7900149,22075.551,1785.865,23861.416,520937.384,25404.5326,1856.595924,548198.5126,727109.0821,75.3942601
INDIGO,2020,FEB,41162,73172.2,36147.93,5931189,5615979,6358872,88.31722041,21597.039,1666.481,23263.52,505369.7372,25277.96385,1702.786843,532350.4879,701165.6335,75.92364235
INDIGO,2020,MAR,32233,56567,28386.352,3793464,3660382,4985152,73.42568491,15280.57,0,15280.57,329417.7776,17746.42884,0,347164.2064,550214.3493,63.09617459
INDIGO,2020,APR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INDIGO,2020,MAY,1575,2714.58,1473,142254,141383,268985,52.56166701,782.261,192.678,974.939,12713,974,167,13854,30075,46.06483791
INDIGO,2020,JUNE,10341,17810.33,9437,1046836,1038263,1711028,60.68065514,7860.99551,1410.20465,9271.20016,93442,8979,1238,103659,194003,53.43164796
INDIGO,2020,JULY,13094,22743.5,11616.535,1272240,1240088,2060464,60.18489039,10776.52605,1797.6018,12574.12785,111596.4196,11747.25343,1588.216217,124931.8893,233503.5234,53.50321376
INDIGO,2020,AUG,15897,27875,14060.192,1681787,1633951,2490194,65.61540988,11349.06493,1959.64809,13308.71302,147014.4003,9640.170577,1671.280946,158325.8519,165610.0354,95.60160498
INDIGO,2020,SEP,21063,37320.05,19101.914,2265539,2233475,3415497,65.39238653,13099.07121,2296.43522,15395.50643,200974.5747,14798.24071,1897.751644,217670.5671,381911.5658,56.99501836
INDIGO,2020,OCT,24853,43914.95,22864.053,2926835,2820750,4137233,68.17962633,15877.95055,2522.16407,18400.11462,253797.8719,17890.14476,2158.834903,273846.8516,435741.1856,62.84621713
INDIGO,2020,NOV,26786,47267.58,24377.12,3423059,3280792,4435096,73.97341568,15035.611,2287.271,17322.882,295265.5158,16651.88807,2072.938024,313990.3419,496279.2748,63.26888061
INDIGO,2020,DEC,31847,56527.51,28845.914,3951522,3768240,5270175,71.50123098,15997.50776,2878.19209,18875.69985,339050.7329,18088.35253,2713.688205,359852.7736,556202.2337,64.69818921
INDIGO,2019,JAN,37199,67118.433,34515.158,5321832,5282940,6111639,86.44064219,13069.63,2078.017,15147.647,475465.92,15411.28,2076.57,492953.77,673255.83,73.21938378
INDIGO,2019,FEB,33596,60391.5833,30957.867,4930608,4841086,5475814,88.40851789,14069.552,1811.267,15880.819,435698.856,16555.242,1768.362,454022.46,602746.818,75.32556729
INDIGO,2019,MAR,38220,67719.3,35414.459,5440796,5391425,6272727,85.95025736,18433.85,1942.772,20376.622,485226.61,21302.49,1858.44,508387.54,688414.78,73.84901585
INDIGO,2019,APR,37911,66485.2,34806.678,5481088,5399413,6151697,87.77111421,18918.89,1557.51,20476.4,485948.45,21699.27,1552.13,509199.85,675404.5,75.39183556
INDIGO,2019,MAY,39934,70246,36494.462,5979551,5871438,6458545,90.9096089,20557.945,1610.268,22168.213,528428.0044,24167.35802,1610.180144,554205.5426,709453.781,78.11721601
INDIGO,2019,JUNE,38698,68381,35379.323,5778376,5658684,6281020,90.09180038,19024.563,1548.552,20573.115,509281.4545,22637.9872,1553.722302,533473.164,690011.2152,77.31369465
INDIGO,2019,JULY,39883,70628.55,35699.038,5693448,5430427,6302625,86.1613534,20019.988,1730.236,21750.224,488737.3958,23756.30392,1796.54753,514290.2473,692651.4645,74.24949973
INDIGO,2019,AUG,39636,70725.23333,35578.924,5540693,5278012,6259585,84.31888056,20637.445,1499.933,22137.378,475019.3198,24256.22804,1515.833726,500791.3815,702156.0386,71.3219504
INDIGO,2019,SEP,39058,68815.41,34774.165,5559031,5287003,6115257,86.45594126,21670.798,1291.855,22962.653,475830.8878,25800.95897,1281.76293,502913.6097,673215.4012,74.70322408
INDIGO,2019,OCT,41763,74078.5,37380.275,5842318,5611952,6592745,85.12314673,22166.379,1302.974,23469.353,504986.7947,26094.148,1283.767562,532364.7103,742722.9553,71.67742784
INDIGO,2019,NOV,40949,73478.43,36448.489,6151347,5863493,6414008,91.41698919,19120.104,1540.696,20660.8,527516.0208,22676.94881,1601.906871,551794.8765,707308.3816,78.01333772
INDIGO,2019,DEC,42086,75301,37114.223,6188457,5890402,6537502,90.10172387,21009.351,1661.507,22670.858,529046.2002,24515.21198,1729.966381,555291.3785,719992.8323,77.12457036
INDIGO,2018,JAN,30101,53160.833,27565,4556904,4416727,4924840,89.68264959,13056,1667,14723,397501,15654,1789,414944,536456,77.3491209
INDIGO,2018,FEB,27700,49289.733,25296,4290189,4146528,4517438,91.78937265,11817.2,1449.6,13266.8,373187.1,14346.3,1534.7,389068.1,491993.7,79.07989472
INDIGO,2018,MAR,30502,54229.1,27937.5,4576236,4428533,4973298,89.04620234,13134.8,1490,14624.8,398567.6,15593.1,1576.1,415736.8,541650.5,76.75370003
INDIGO,2018,APR,29818,52951,27103.9,4579916,4420575,4809221,91.91873278,10639.2,1347.5,11986.7,397849.5,12554.7,1466.1,411870.3,526071,78.2917705
INDIGO,2018,MAY,32110,57307.333,29014.6,4852909,4677509,5141930,90.96796339,12451.1,1418.25217,13869.35217,420973.8,15073.3,1521.8,437568.9,563300.3,77.67950772
INDIGO,2018,JUNE,31979,56937.0833,29156.4,4672686,4565770,5170011,88.31257806,12793.09,1607.5,14400.59,410917.2,15557.9,1649.1,428124.2,567301.5,75.46678442
INDIGO,2018,JULY,33767,59674.55,30718.75,5002416,4804228,5438722,88.33376665,14608.74,1745.9,16354.64,432376.048,17850.602,1860.845,452087.495,593886.184,76.12359189
INDIGO,2018,AUG,34409,60802.9,31462.91,4757378,4610890,5565617,82.84598096,13976.9675,1856.7015,15833.669,414981.29,17250.53,1995.41,434227.23,608617.96,71.3464371
INDIGO,2018,SEP,35602,62407.7,32512.217,4920335,4753181,5747320,82.70256398,14255.104,1695.5,15950.604,427783.154,17435.6933,1804.9937,447023.841,630112.4456,70.94350288
INDIGO,2018,OCT,37403,64970.366,34065.699,5074853,4998733,6014907,83.10574045,14660.534,1754.6,16415.134,449886.26,17602.17,1846.06,469334.49,661360.99,70.96494911
INDIGO,2018,NOV,36011,63706.45,32769.504,5005919,4916916,5794474,84.85526037,11716.43234,1805.88165,13522.31399,442521.497,13942.487,1865.591,458329.575,652032.005,70.29249661
INDIGO,2018,DEC,37305,66564.5,34430.362,5478523,5425426,6101125,88.92500973,12582.10511,2099.50709,14681.6122,488287.579,15013.057,2112.633,505413.269,685259.526,73.75501541
INDIGO,2017,JAN,24948,45065.783,23817,3809228,3854899,4282923,90.00626441,11645,1252,12897,346940.413,13836.661,1341.032,362118.106,467560.594,77.44838009
INDIGO,2017,FEB,22935,41111.3,21770,3418605,3431547,3914438,87.66384855,11486,1182,12668,308835.031,13786,1246,323867.031,422367.041,76.67904916
INDIGO,2017,MAR,25996,46243.2,24490,3611371,3592642,4403676,81.58279583,13634,1039,14673,323326,16199,1099,340624,475144,71.68858283
INDIGO,2017,APR,25648,45355.666,23844,3778780,3725376,4286527,86.90895916,12827,950,13777,335276,15484,1032,351792,462757,76.02089217
INDIGO,2017,MAY,27058,47853.4,25250,4190914,4137195,4539124,91.14522978,14177,1028,15205,372337,17415,1149,390901,501696,77.91590924
INDIGO,2017,JUNE,25778,45507.033,23990,3825814,3788390,4314039,87.815386,13553,1076,14629,340935,16604,1188,358727,475129,75.50096921
INDIGO,2017,JULY,25941,45614.15,24057,3699451,3618780,4325745,83.65680363,14980,1264,16244,325678,18241,1389,345308,458841,75.25657036
INDIGO,2017,AUG,25543,45100.7833,23931,3678245,3595123,4302678,83.55547406,15987,1190,17177,323557,19262,1277,344096,427001,80.5843546
INDIGO,2017,SEP,25114,43928.533,23487,3664509,3597420,4223666,85.17292797,16388,1264,17652,323766,19682,1398,344846,454887,75.809157
INDIGO,2017,OCT,27562,48633.88333,25807.23,4133027,4052585,4640884,87.32355732,15283.51,1053.861,16337.371,364732.81,18368.46,1142.01,384243.28,502597.4,76.45150572
INDIGO,2017,NOV,26545,47091.33,24775.271,4131844,4040152,4455457,90.67873397,14553,1269,15822,363610,17620,1358,382588,483250,79.16978789
INDIGO,2017,DEC,28741,50863.6,26683,4430070,4352831,4794370,90.79046882,14531,1536,16067,391744,17529,1607,410880,533029,77.08398605
INDIGO,2016,JAN,930,3198.2,2067,139730,310405,371737,83.50123878,768,0,768,27936,1843,0,29779,42342,70.32969628
INDIGO,2016,FEB,910,3130.25,2021,134780,294744,363566,81.0702871,887,0,887,26527,2090,0,28617,41440,69.05646718
INDIGO,2016,MAR,992,3443.36,2201,152886,336014,396213,84.80640464,1072,0,1072,30241,2599,0,32840,45213,72.63397695
INDIGO,2016,APR,958,3287.7167,2126,142296,315492,382604,82.45914836,1040,0,1040,28394,2530,0,30924,43691,70.77887895
INDIGO,2016,MAY,992,3391.13,2202,146445,326353,396347,82.34022208,1059,0,1059,29372,2590,0,31962,45233,70.66080074
INDIGO,2016,JUNE,980,3333.96,2180,136128,302437,392314,77.09054482,1022,0,1022,27219,2466,0,29685,44794,66.27003617
INDIGO,2016,JULY,1054,3630.683,2353,151887,342353,423477,80.84335159,1094,0,1094,30812,2658,0,33470,48186,69.46000913
INDIGO,2016,AUG,1000,3423.516,2220,137506,306452,399671,76.67606606,1132,0,1132,27581,2685,0,30266,45609,66.35970971
INDIGO,2016,SEP,1040,3570.366,2326,143635,322150,418768,76.92803653,1168,0,1168,28993,2791,0,31784,47770,66.53548252
INDIGO,2016,OCT,1178,4096.95,2661,160213,359943,478957,75.15142278,1286,0,1286,32395,3205,0,35600,54583,65.22177235
INDIGO,2016,NOV,1140,3986.466,2575,164499,369509,463525,79.71716736,1244,0,1244,33256,3067,0,36323,52879,68.69078462
INDIGO,2016,DEC,1205,4247.133,2731.984,187355,424317,491753,86.28661137,1061,0,1061,38188.433,2541.965,0,40730.398,55226.923,73.75098193
INDIGO,2015,JAN,16280,28759.21,15520,2276404,2378975,2793463,85.16221622,9801,899,10700,214082,11946,1081,227109,282457,80.40480498
INDIGO,2015,FEB,15285,27131.57,14591,2230645,2311979,2626290,88.03212897,10179,946,11125,208065,12443,1140,221648,265553,83.46657729
INDIGO,2015,MAR,17661,31408.29,16829,2286128,2332457,3028942,77.00566733,9335,965,10300,210123,11292,1169,222584,306280,72.67337077
INDIGO,2015,APR,17508,30796.04,16481,2481285,2541928,2966289,85.69387541,8391,2032,10423,228709,9961,2729,241399,299958,80.4776002
INDIGO,2015,MAY,18477,32107.18,17185,2769283,2841729,3093332,91.86627882,10696,1020,11716,255756,13136,1254,270146,312776,86.37043763
INDIGO,2015,JUNE,17808,31337.16,16692,2536554,2603141,3004343,86.64593224,9775,1177,10952,234283,12034,1504,247821,303802,81.5731957
INDIGO,2015,JULY,18471,32872,17498,2416916,2470014,3148955,78.43916474,11303,1000.833925,12303.83393,222301,14164,1239,237704,340926,69.7230484
INDIGO,2015,AUG,18510,32595.43,17578,2384943,2431071,3163792,76.84041808,10670,768,11438,218796,13479,958,233233,342417,68.11373267
INDIGO,2015,SEP,18402,32127.4,17415,2430449,2489033,3134197,79.4153335,10867,695,11562,224009,13704,895,238608,339311,70.32132763
INDIGO,2015,OCT,19105,33699.34,18141,2589861,2691402,3264626,82.44135775,11332,663,11995,242203,14164,837,257204,353446,72.77038077
INDIGO,2015,NOV,18710,33250,17779,2597765,2683285,3197233,83.92522534,9927,805.91,10732.91,241467,12453,987,254907,346296,73.609571
INDIGO,2015,DEC,18677,33391.32,17819,2743325,2835728,3204462,88.49310742,10120,803,10923,255183,12593,969,268745,347125,77.42023767
AIR INDIA EXPRESS,2021,JAN,44,131.21,78.368,3075,5566.496,14576.448,38.1882884,9.963,0,9.963,1230.635454,9.530393,0,1240.165847,1433.966311,86.48500578
AIR INDIA EXPRESS,2021,FEB,28,84.95,50.0483871,1712,3138,9309,33.70931357,6.267,0,6.267,234.627124,12.923883,0,247.551007,297.749319,83.14074666
AIR INDIA EXPRESS,2021,MAR,16,50.04,29.6827957,689,1306,5521,23.65513494,7.257,0,7.257,125.99506,15.004969,0,141.000029,175.772282,80.21744236
AIR INDIA EXPRESS,2021,APR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIR INDIA EXPRESS,2021,MAY,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIR INDIA EXPRESS,2021,JUNE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIR INDIA EXPRESS,2021,JULY,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIR INDIA EXPRESS,2021,AUG,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIR INDIA EXPRESS,2021,SEP,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIR INDIA EXPRESS,2021,OCT,4,12.28,3.884,271,518.514,722.424,71.77419355,1.96,0,1.96,75.59223,3.335179,0,78.927409,104.96935,75.19090954
AIR INDIA EXPRESS,2021,NOV,76,202.91,118.582,7517,11480.755,22056.252,52.05215737,17.082,0.507,17.589,896.473889,33.401655,0.98358,930.859124,1111.573654,83.74246013
AIR INDIA EXPRESS,2021,DEC,70,183.71,106.12,7314,10888.549,19738.32,55.16451755,16.541,1.826,18.367,723.395463,32.190115,3.54244,759.128018,873.405306,86.91589263
AIR INDIA EXPRESS,2020,JAN,293,448.96,203.85,15335,24825.521,37916.1,65.47488006,68.884,0,68.884,2086.43032,19.497346,0,2105.927666,3749.450658,56.16629896
AIR INDIA EXPRESS,2020,FEB,275,420.01,190.986,15345,24892.086,35523.396,70.07237146,90.626,0.003,90.629,2006.680709,35.805385,0.000357,2042.486451,3389.356067,60.26178456
AIR INDIA EXPRESS,2020,MAR,200,313.25,146.686,10072,15576.903,27283.596,57.09255847,68.282,0.004,68.286,1249.279647,15.459309,0.0083,1264.747256,1270.559095,99.54257625
AIR INDIA EXPRESS,2020,APR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIR INDIA EXPRESS,2020,MAY,29,46.21,23.05,332,624,4288,14.55223881,0.003,0,0.003,33.52,0,0,33.52,33.8,99.17159763
AIR INDIA EXPRESS,2020,JUNE,67,162.9,89.306,3244,5217.326,16610.916,31.40902043,6.379,0,6.379,404.013001,10.513897,0,414.526898,492.07589,84.24044064
AIR INDIA EXPRESS,2020,JULY,53,135.77,77.218,1732,2729.504,14362.548,19.00431595,3.757,0,3.757,194.602176,6.825968,0,201.428144,249.291756,80.80016252
AIR INDIA EXPRESS,2020,AUG,29,65.63,35.542,1361,1990.216,14362.548,13.85698415,3.641,0,3.641,148.228227,4.822288,0,153.050515,185.640104,82.4447475
AIR INDIA EXPRESS,2020,SEP,26,70.02,40.096,999,1579.158,7457.856,21.17442332,3.439,0,3.439,128.138354,6.12873,0,134.267084,162.98997,82.37751317
AIR INDIA EXPRESS,2020,OCT,38,102.7,60.658,1786,3096.958,11282.388,27.4494903,18.422,0,18.422,261.181268,34.813259,0,295.994527,347.19105,85.25407755
AIR INDIA EXPRESS,2020,NOV,66,182.08,106.868,3990,6851.065,19877.448,34.46652206,65.084,0.062,65.146,513.603563,125.202969,0.12028,638.926812,735.829652,86.83080524
AIR INDIA EXPRESS,2020,DEC,55,151.54,89.246,3834,6301.654,16599.756,37.96232908,25.053,0.043,25.096,494.252083,43.404705,0.08342,537.740208,642.90908,83.64171929
AIR INDIA EXPRESS,2019,JAN,294,440.57,204.16,18115,24981,37974,65.78448412,48.56,0,48.56,2083.67,7.92,0,2091.59,3748.94,55.79150373
AIR INDIA EXPRESS,2019,FEB,256,380.87,173.76,14354,20106,32319,62.21108326,63.841,0,63.841,1666.12,8.67,0,1674.79,3211.27,52.15350936
AIR INDIA EXPRESS,2019,MAR,277,401.04,188.33,13074,19537,35030,55.77219526,64.213,0.103,64.316,1590.79,12.13,0.2,1603.12,3383.82,47.37604246
AIR INDIA EXPRESS,2019,APR,276,417.13,196.12,17066,23536.19,36477.58,64.52234496,41.3,0.008,41.308,1950.67,13.82,0.02,1964.51,3614.58,54.34960632
AIR INDIA EXPRESS,2019,MAY,291,442.96,203.858,15861,23121.102,37917.588,60.97724887,49.994,0.006,50,1865.167351,12.064027,0.01164,1877.243018,3722.074737,50.43539291
AIR INDIA EXPRESS,2019,JUNE,287,431.93,203.858,14298,21996.223,37917.588,58.01060711,82.442,0.115,82.557,1858.444736,25.025706,0.226205,1883.696647,3720.299158,50.6329348
AIR INDIA EXPRESS,2019,JULY,293,456.62,206.207,12757,19534.966,38354.502,50.93265453,84.13,0,84.13,1667.926407,19.819833,0,1687.74624,2237.623853,75.42582449
AIR INDIA EXPRESS,2019,AUG,298,456.68,201.921,14903,22263.227,37557.306,59.27801904,49.119,0.004,49.123,1881.300201,12.482257,0.0083,1893.790758,2405.220257,78.73668752
AIR INDIA EXPRESS,2019,SEP,286,436.99,196.775,13572,19985.596,36600.15,54.60522976,60.568,0,60.568,1698.670668,13.704575,0,1712.375243,2244.218441,76.30162963
AIR INDIA EXPRESS,2019,OCT,220,196.08,352.08,14043,21771.7,36470.88,59.69611921,89.61,0,89.61,1823.701357,35.08853,0,1858.789887,3594.533968,51.71156827
AIR INDIA EXPRESS,2019,NOV,286,433.19,198.016,16085,24318.41,36830.976,66.02705831,82.28,0,82.28,1942.549096,26.681282,0,1969.230378,3535.496585,55.69883411
AIR INDIA EXPRESS,2019,DEC,294,451.9,203.375,17955,27961.69,37827.75,73.91845933,76.325,0,76.325,2261.531929,26.325746,0,2287.857675,3644.978429,62.76738586
AIR INDIA EXPRESS,2018,JAN,211,307,176.02,16417,20280.397,32739.72,61.94432023,115.66,0.18,115.84,3623.42,42.12,0.35,3665.89,6597.87,55.56171916
AIR INDIA EXPRESS,2018,FEB,216,335,170.34,16920,21403.301,31683.98,67.55243817,54.8,0.001,54.801,1748.4,14.37,0.0001,1762.7701,3022.44,58.32274917
AIR INDIA EXPRESS,2018,MAR,243,372.8,187.17,18994,25180.8,34812.9,72.33180804,49.75,0,49.75,2039.47,10.99,0,2050.46,3352.81,61.15646279
AIR INDIA EXPRESS,2018,APR,250,372.7,184.61,18590,22784.464,34336.716,66.35597883,21.339,0.029,21.368,1041.64,7.31,0.06,1049.01,1926.29,54.45753235
AIR INDIA EXPRESS,2018,MAY,240,336.9,186.5,17789,25441.6,34689.2,73.34155876,32,0.003,32.003,1980.8,12.4,0.0004,1993.2004,3124.7,63.7885365
AIR INDIA EXPRESS,2018,JUNE,251,372.83,178.4,13637,21642.1,33181.8,65.22280286,11.5,0,11.5,1807.32,6.58,0,1813.9,3206.78,56.5645289
AIR INDIA EXPRESS,2018,JULY,252,396.67,178.74,14499,20645,33245,62.09956384,13.08,0,13.08,1674.98,15.64,0,1690.62,3122.13,54.14957097
AIR INDIA EXPRESS,2018,AUG,203,330.83,169.94,16703,21767.81,31609.21,68.86540347,7.577,0,7.577,1744.86,7.31,0,1752.17,2937.9,59.6402192
AIR INDIA EXPRESS,2018,SEP,226,360.67,181.05,15855,22424.954,33675.858,66.59059437,8.89,0,8.89,1813.2221,5.4545,0,1818.6766,3118.4767,58.31939036
AIR INDIA EXPRESS,2018,OCT,263,391.17,174.7,15386,18625.76,32494.01,57.3205954,47.14,0.047,47.187,1759.35,13.82,0.000047,1773.170047,3737.35,47.44458097
AIR INDIA EXPRESS,2018,NOV,292,431.82,199.112,17038,22344.562,37034.832,60.33390944,53.253,0.005,53.258,1806.4,11.26,0.000001,1817.660001,3567.22,50.95452484
AIR INDIA EXPRESS,2018,DEC,300,446.48,208.02,19040,25437,38692,65.7422723,63.139,0.02,63.159,2150.43,13.52,0.002,2163.952,3709.06,58.34232932
AIR INDIA EXPRESS,2017,JAN,211,145,54.16,9970,5133.69,10073.2,50.96384466,56.96,0,56.96,402.66,8.84,0,411.5,850.98,48.35601307
AIR INDIA EXPRESS,2017,FEB,165,145,46.49,6105,3484.76,8646.21,40.30390194,45.22,0,45.22,513.88,6.61,0,520.49,1084.32,48.00151247
AIR INDIA EXPRESS,2017,MAR,156,136,41.31,5017,2931.6,7682.92,38.15736725,51.76,0,51.76,231.62,7.11,0,238.73,785.23,30.40255721
AIR INDIA EXPRESS,2017,APR,150,194,38.27,6895,3327.27,7118.59,46.74057643,34.11,0,34.11,572,4.8,0,576.8,1064.77,54.17132338
AIR INDIA EXPRESS,2017,MAY,150,136,40.4,7818,3867.73,7515.14,51.46584096,17.83,0,17.83,163.07,2.44,0,165.51,445.88,37.11985288
AIR INDIA EXPRESS,2017,JUNE,151,137,40.39,4174,2724.44,7512.35,36.26614841,40.67,0,40.67,194.7,5.59,0,200.29,781.9,25.61580765
AIR INDIA EXPRESS,2017,JULY,159,143,42,4723,3153.57,7811.44,40.37117356,45.07,0,45.07,245.48,6.32,0,251.8,688.18,36.58926444
AIR INDIA EXPRESS,2017,AUG,168,149,37.78,5224,3213.61,7027.82,45.72698219,55.36,0,55.36,255.06,7.76,0,262.82,736.2,35.69953817
AIR INDIA EXPRESS,2017,SEP,181,219,91.72,9559,9650.35,17058.99,56.57046519,37.9,0,37.9,758.86,5.92,0,764.78,1535.06,49.82085391
AIR INDIA EXPRESS,2017,OCT,208,316,144.23,13660,16565.789,26826.84,61.75080255,48.96,0,48.96,1281.63,7.27,0,1288.9,2262.31,56.97274025
AIR INDIA EXPRESS,2017,NOV,189,268,130.06,10515,13746.754,24190.97,56.82597267,51.76,0,51.76,994.55,11.28,0,1005.83,2015.94,49.89384605
AIR INDIA EXPRESS,2017,DEC,214,327,165.8,15888,19565.912,30838,63.44740904,50.48,0,50.48,1608.42,10.78,0,1619.2,2837.29,57.06854076
AIR INDIA EXPRESS,2016,JAN,169,170,54,9535,6248,10027,62.31175825,23.86,0.076,23.936,507.62,5.46,0.01,513.09,1029.48,49.83972491
AIR INDIA EXPRESS,2016,FEB,144,130,35,6724,3444,6438,53.49487418,28.75,0.08,28.83,283.16,6.03,0.02,289.21,600.55,48.15752227
AIR INDIA EXPRESS,2016,MAR,156,141,38,6715,3883,7105,54.65165376,19.52,0.06,19.58,284.44,3.54,0.08,288.06,591.45,48.70403246
AIR INDIA EXPRESS,2016,APR,146,126,35.12,6740,3631,6533,55.57936629,21.66,0.06,21.72,301.84,5.44,0.01,307.29,621.36,49.45442256
AIR INDIA EXPRESS,2016,MAY,170,181,68.94,12727,9490,12822,74.01341444,26.51,0.06,26.57,755.11,4.85,0.01,759.97,1170.54,64.92473559
AIR INDIA EXPRESS,2016,JUNE,145,125,34.91,7897,4344,6492,66.91312384,146.86,0,146.86,328.39,5.24,0,333.63,555.37,60.07346454
AIR INDIA EXPRESS,2016,JULY,150,130,35.99,7740,4799,6693,71.70177798,36.16,0,36.16,381.58,5.66,0,387.24,584.39,66.26396756
AIR INDIA EXPRESS,2016,AUG,152,132,37.49,9139,4870,6973,69.84081457,28.95,0,28.95,377.7,4.41,0,382.11,578.68,66.03131264
AIR INDIA EXPRESS,2016,SEP,146,126,35.12,9666,4889,6533,74.83545079,22.02,0.06,22.08,424.62,4.14,0.09,428.85,619.39,69.23747558
AIR INDIA EXPRESS,2016,OCT,192,175,57.1,11707,5751.45,10620.23,54.1556068,22.02,0.06,22.08,424.62,4.14,0.09,428.85,619.39,69.23747558
AIR INDIA EXPRESS,2016,NOV,205,187,66.8,13865,6765.65,12423.87,54.45686409,22.02,0.06,22.08,424.62,4.14,0.09,428.85,619.39,69.23747558
AIR INDIA EXPRESS,2016,DEC,167,140,42.15,10308,5164.98,7839.34,65.88539341,22.02,0.06,22.08,424.62,4.14,0.09,428.85,619.39,69.23747558
AIR INDIA EXPRESS,2015,JAN,71,122,60,14633,9403,11163,84.23362895,0,0,0,979.1,5.53,0.02,984.65,1586.71,62.0560783
AIR INDIA EXPRESS,2015,FEB,63,120,60,12083,7728,11162,69.23490414,0,0,0,839.56,6.67,0.01,846.24,1503.21,56.29552757
AIR INDIA EXPRESS,2015,MAR,58,92,45,8430,4697,8344,56.29194631,0,0,0,588.94,7.24,0.02,596.2,1314.56,45.35357838
AIR INDIA EXPRESS,2015,APR,55,108,54,13226,7467,10017,74.54327643,0,0,0,846.63,8.04,0.02,854.69,1415.69,60.37268046
AIR INDIA EXPRESS,2015,MAY,66,117.85,60,18674,10396,11080,93.8267148,0,0,0,1115.82,6.76,0.02,1122.6,1138.72,98.58437544
AIR INDIA EXPRESS,2015,JUNE,68,121.35,61,15851,9663,11351,85.12906352,0,0,0,1037.7,18.45,0.01,1056.16,1529.52,69.05172865
AIR INDIA EXPRESS,2015,JULY,11,116,59,13999,8506,10883,78.15859598,27.91,0,27.91,936.41,6.74,0.02,943.17,1502.83,62.75959357
AIR INDIA EXPRESS,2015,AUG,64,113.18,57,17014,9519,10597,89.82730962,30.31,0,30.31,1032.79,10.43,0,1043.22,1471.3,70.90464215
AIR INDIA EXPRESS,2015,SEP,66,117.35,59,15460,9054,10967,82.55676119,32.4,0,32.4,960.8,8.85,0,969.65,1525.97,63.54318892
AIR INDIA EXPRESS,2015,OCT,43,68,33,11644,4750,6110,77.74140753,32.75,0,32.75,592.85,6.86,0,599.71,1055.56,56.81439236
AIR INDIA EXPRESS,2015,NOV,36,56,27,9807,4033,4981,80.96767717,23.49,0,23.49,549.78,4.74,0.01,554.53,948.4,58.47005483
